head,relation,tail,time
Jerry Brown,Make a visit,Mexico,2014-08-25
Hamas,Consult,Qatar,2014-01-01
Ma Xiaoguang,Make a visit,People First Party Korea,2014-05-05
Barack Obama,Praise or endorse,"Head of Government (Palestinian Territory, Occupied)",2014-03-26
Vietnam,Make an appeal or request,China,2014-06-26
Iran,Consult,Armenia,2014-02-17
Nuri al-Maliki,Appeal for diplomatic cooperation (such as policy support),Legislature (Iraq),2014-07-16
Citizen (India),Make an appeal or request,Employee (India),2014-08-24
Head of Government (Greece),Criticize or denounce,Main Opposition (Greece),2014-12-10
Mohammad Javad Zarif,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-12-28
Kyriakos Gerontopoulos,Express intent to meet or negotiate,Romania,2014-10-20
Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-02-06
Insurgent (Islamic State of Iraq and the Levant),"Abduct, hijack, or take hostage",Iraq,2014-06-19
Foreign Affairs (Israel),Make statement,Benjamin Netanyahu,2014-02-01
Lawyer/Attorney (United States),Make statement,Dzhokhar Tsarnaev,2014-08-27
Military (Thailand),"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-07-30
Thief (India),Use unconventional violence,Citizen (India),2014-06-14
Rauf Aregbesola,Make an appeal or request,Citizen (Nigeria),2014-07-07
Citizen (Kenya),Use unconventional violence,Police (Kenya),2014-06-16
Morocco,Use conventional military force,Sahrawi people,2014-03-17
Villager (India),Express intent to cooperate,Citizen (India),2014-09-20
Romania,Host a visit,Milos Zeman,2014-05-20
Citizen (Thailand),Express intent to meet or negotiate,Thailand,2014-05-24
Chuck Hagel,Consult,Dimitrios Avramopoulos,2014-08-25
Lawmaker (United States),Appeal for diplomatic cooperation (such as policy support),Japan,2014-12-18
France,Express intent to provide military aid,Iraq,2014-09-12
Iran,Host a visit,Oman,2014-05-21
Japan,Engage in diplomatic cooperation,South Korea,2014-01-24
National Directorate of Security,"Arrest, detain, or charge with legal action",Insurgent (Afghanistan),2014-04-10
Cameroon,Use conventional military force,Boko Haram,2014-10-18
Boko Haram,Use conventional military force,Citizen (Nigeria),2014-03-04
Japan,Engage in diplomatic cooperation,Vietnam,2014-09-09
Citizen (India),Criticize or denounce,Court Judge (India),2014-01-09
Islam Karimov,Express intent to meet or negotiate,China,2014-08-17
Joseph Robinette Biden,Make pessimistic comment,Iraq,2014-06-23
France,Engage in negotiation,Iran,2014-09-23
Mohammad Javad Zarif,Express intent to meet or negotiate,Japan,2014-03-01
Barack Obama,Consult,François Hollande,2014-02-10
John Kerry,Make statement,Nuri al-Maliki,2014-06-25
Islam Karimov,Host a visit,Military Personnel (United States),2014-08-01
Armed Rebel (Syria),Accuse,Government (Syria),2014-04-14
Border Security Force,"Arrest, detain, or charge with legal action",Citizen (India),2014-11-03
Sudan,Engage in diplomatic cooperation,Iran,2014-02-17
Protester (Egypt),"Protest violently, riot",Police (Egypt),2014-03-19
Haiti,Express intent to meet or negotiate,Dominican Republic,2014-08-25
Citizen (India),Praise or endorse,China,2014-09-19
Protester (Thailand),Demonstrate or rally,National Anti-Corruption Commission (Thailand),2014-05-09
Royal Administration (Spain),Make a visit,Rachid Talbi Alami,2014-07-16
Abdel Fattah Al-Sisi,Express intent to meet or negotiate,Nicos Anastasiades,2014-11-07
Media Personnel (International),Make a visit,China,2014-11-06
John Kerry,Consult,Benjamin Netanyahu,2014-03-31
Saud bin Faisal bin Abdul-Aziz,Consult,John Kerry,2014-11-23
Police (Kenya),"Arrest, detain, or charge with legal action",Women (Kenya),2014-03-25
Cristina Fernández de Kirchner,Consult,Foreign Affairs (Argentina),2014-02-27
Militant (Philippines),fight with small arms and light weapons,Military (Philippines),2014-11-24
Japan,Consult,Mohammad Javad Zarif,2014-03-04
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-08-02
Military (Thailand),Investigate,Citizen (Thailand),2014-02-24
Royal Administration (Spain),Make statement,Portugal,2014-07-08
Ashraf Ghani Ahmadzai,Consult,Barack Obama,2014-12-09
China,Make a visit,Malaysia,2014-03-27
Iran,Host a visit,France,2014-02-02
Government (Syria),Occupy territory,Armed Rebel (Syria),2014-09-26
Government (Kenya),Threaten,Citizen (Kenya),2014-03-07
Citizen (Kenya),Accuse,Government (Kenya),2014-11-07
Iran,Make statement,Reserve Personnel (Iran),2014-03-04
John Kerry,Express intent to meet or negotiate,Benjamin Netanyahu,2014-01-02
Poland,Express intent to meet or negotiate,France,2014-02-20
John Kerry,Make a visit,Afghanistan,2014-08-09
Protester (Pakistan),Demonstrate or rally,Government (Pakistan),2014-08-20
Abdullah Abdullah,Express intent to engage in diplomatic cooperation (such as policy support),Ashraf Ghani Ahmadzai,2014-09-21
Vojislav Šešelj,Make statement,Government (Croatia),2014-11-21
Iraq,Sign formal agreement,Iran,2014-11-24
Cristina Fernández de Kirchner,Make a visit,Pope Francis,2014-12-29
Secret Agent (Philippines),Use conventional military force,Philippines,2014-05-18
Special Court (Pakistan),"Arrest, detain, or charge with legal action",Pervez Musharraf,2014-03-31
North Korea,"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-06-12
Court Judge (United Kingdom),"Arrest, detain, or charge with legal action",Citizen (United Kingdom),2014-11-18
Association of Southeast Asian Nations,Meet at a 'third' location,China,2014-08-07
Julie Bishop,Consult,Fumio Kishida,2014-08-09
South Africa,Consult,Angola,2014-08-22
Head of Government (India),Criticize or denounce,Citizen (India),2014-04-27
Barack Obama,Express intent to cooperate,Japan,2014-04-23
Kuwait,Host a visit,Defense / Security Ministry (United States),2014-12-10
Shura Council,Praise or endorse,China,2014-11-05
Myanmar,Host a visit,Ri Su Yong,2014-07-22
Criminal (Brazil),"Abduct, hijack, or take hostage",Citizen (Brazil),2014-11-28
Citizen (Nigeria),Accuse,Mukhtar Ramalan Yero,2014-11-03
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-09-03
Head of Government (India),Appeal for diplomatic cooperation (such as policy support),Japan,2014-01-07
Emmanuel Eweta Uduaghan,Criticize or denounce,Citizen (Nigeria),2014-07-15
Police (South Africa),"Arrest, detain, or charge with legal action",Sunday Times,2014-11-21
Citizen (North Korea),Make a visit,Japan,2014-07-05
Mexico,"Arrest, detain, or charge with legal action",Criminal (Mexico),2014-01-20
Citizen (Indonesia),Make an appeal or request,Police (Indonesia),2014-07-19
North Atlantic Treaty Organization,Make statement,Military (Russia),2014-08-28
Vietnam,Express intent to cooperate,Japan,2014-05-22
Police (Australia),Make optimistic comment,Citizen (Australia),2014-03-27
UN Security Council,Criticize or denounce,Afghanistan,2014-07-16
María Ángela Holguín,Express intent to meet or negotiate,Rafael Ramírez,2014-09-18
Iran,Engage in diplomatic cooperation,Ireland,2014-09-30
Court Judge (India),"Arrest, detain, or charge with legal action",Men (India),2014-03-23
Member of Parliament (Australia),Apologize,Citizen (Australia),2014-06-14
Governor (India),Consult,Aam Aadmi Party,2014-05-16
France,Host a visit,Mohamed Ould Abdel Aziz,2014-10-09
Iraq,Make an appeal or request,Haider Al-Abadi,2014-08-17
Insurgent (Islamic State of Iraq and the Levant),Occupy territory,Iraq,2014-06-25
Israeli Defense Forces,"Arrest, detain, or charge with legal action","Children (Palestinian Territory, Occupied)",2014-12-07
Foreign Affairs (Guinea-Bissau),Make a visit,Gambia,2014-07-07
Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2014-11-01
Fishermen (India),Provide humanitarian aid,Citizen (India),2014-11-19
Member of Legislative (Govt) (Slovenia),Consult,Iran,2014-05-13
Philippines,Express intent to cooperate,Thailand,2014-08-03
Government (Nigeria),Reject,Ministry (Nigeria),2014-04-08
Mayotte,Host a visit,François Hollande,2014-06-30
Head of Government (India),Demand,Court Judge (India),2014-05-12
Amnesty International,Accuse of war crimes,Israeli Defense Forces,2014-12-09
Chaudhry Nisar Ali Khan,Consult,Raheel Sharif,2014-08-15
Head of Government (China),Make a visit,South Korea,2014-06-30
Abdel Fattah Al-Sisi,Praise or endorse,Benjamin Netanyahu,2014-06-06
Vietnam,Engage in diplomatic cooperation,China,2014-10-27
John Odigie-Oyegun,Make an appeal or request,Muhammadu Buhari,2014-12-18
Benjamin Netanyahu,Criticize or denounce,Tzipi Livni,2014-11-24
China,Host a visit,Head of Government (Senegal),2014-02-19
Citizen (Nigeria),Accuse,Indigenous People (Nigeria),2014-07-30
Micky Rosenfeld,Make statement,Police (Israel),2014-05-02
Police (Australia),Demand,Citizen (Australia),2014-03-05
Cambodia,Sign formal agreement,Laos,2014-02-06
Philippines,Host a visit,Pope Francis,2014-12-15
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-07-08
Philippines,"Arrest, detain, or charge with legal action",Citizen (Australia),2014-07-14
Barack Obama,Make a visit,South Korea,2014-02-19
Pope Francis,Make an appeal or request,Abdel Fattah Al-Sisi,2014-11-24
Foreign Affairs (India),Make an appeal or request,China,2014-09-25
Morocco,Host a visit,Joseph Robinette Biden,2014-10-28
Yoshitaka Shindo,Make a visit,Japan,2014-01-01
Health Ministry (Iraq),Criticize or denounce,Iraq,2014-02-13
John Kerry,Demand,North Atlantic Treaty Organization,2014-04-29
Lawmaker (United States),Express intent to meet or negotiate,China,2014-05-23
Rosa Pacavira,Express intent to meet or negotiate,Governor (Angola),2014-02-17
Afghanistan,Host a visit,Abdullah Abdullah,2014-03-31
Valeriu Troenco,Sign formal agreement,Irakli Alasania,2014-10-01
Lien Chan,Consult,Xi Jinping,2014-02-26
Cabinet / Council of Ministers / Advisors (United States),Reduce or break diplomatic relations,France,2014-11-21
Military (Turkey),Use conventional military force,Citizen (Turkey),2014-06-10
Aam Aadmi Party,Rally opposition against,Citizen (India),2014-03-01
Evo Morales,Make statement,Bolivia,2014-12-17
South Korea,"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-06-14
Citizen (Nigeria),Make empathetic comment,Government (Nigeria),2014-12-01
Japan,Criticize or denounce,North Korea,2014-04-08
Foreign Affairs (South Korea),Make statement,North Korea,2014-11-06
Military Personnel (Thailand),Consult,Prayuth Chan-ocha,2014-01-23
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-01-30
Japan,Host a visit,Barack Obama,2014-02-12
John Kerry,Make an appeal or request,North Korea,2014-02-13
Japan,Host a visit,Angela Merkel,2014-11-28
Head of Government (Nigeria),Express intent to cooperate,Congress (Nigeria),2014-09-02
Thailand,Coerce,Citizen (Thailand),2014-09-26
Japan,Make a visit,China,2014-11-08
Iran,Employ aerial weapons,Iraq,2014-12-07
Elmar Mammadyarov,Make statement,Armenia,2014-11-08
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-04-23
Police (South Korea),Provide aid,Citizen (South Korea),2014-04-09
Special Court (Pakistan),"Arrest, detain, or charge with legal action",Pervez Musharraf,2014-05-23
François Hollande,Host a visit,Massoud Barzani,2014-05-30
Police (Australia),Accuse,Citizen (Australia),2014-04-01
Iraq,Host a visit,Sérgio Vieira de Mello,2014-08-18
Middle East,Consult,John Kerry,2014-08-04
Government (Kenya),Accuse,Citizen (Kenya),2014-02-14
Court Judge (United Kingdom),"Arrest, detain, or charge with legal action",Citizen (United Kingdom),2014-11-17
Sergey Viktorovich Lavrov,Make statement,North Atlantic Treaty Organization,2014-08-04
Member of the Judiciary (South Africa),Consult,Government (South Africa),2014-02-14
Head of Government (Pakistan),Make an appeal or request,Pakistan Tehreek-e-Insaf,2014-11-12
Head of Government (Nigeria),Engage in symbolic act,Citizen (Nigeria),2014-10-03
Congo,Sign formal agreement,China,2014-06-13
Protester (Egypt),Demonstrate or rally,Police (Egypt),2014-08-16
John Kerry,Make a visit,Iraq,2014-09-13
Canada,Praise or endorse,Government (Nigeria),2014-01-29
Media Personnel (Iran),Criticize or denounce,Iran,2014-08-26
Iran,Reject material cooperation,Foreign Affairs (Denmark),2014-09-17
Court Judge (Kenya),Make statement,Lawyer/Attorney (Kenya),2014-07-02
Foreign Affairs (United States),Make a visit,South Korea,2014-02-10
Police (Australia),Investigate,Women (Australia),2014-04-26
Tajikistan,Host a visit,Milos Zeman,2014-11-25
Klaus Johannis,Make statement,Other Authorities / Officials (Romania),2014-11-03
Massoud Barzani,Make an appeal or request,Legislature (Iraq),2014-07-04
Special Court (Pakistan),Consult,Pervez Musharraf,2014-02-21
Israeli Defense Forces,Retreat or surrender militarily,Hamas,2014-08-04
Romania,Engage in diplomatic cooperation,Legislature (Romania),2014-12-16
John Kerry,Make a visit,Canada,2014-10-28
Human Rights Watch,Make an appeal or request,United Arab Emirates,2014-10-23
Governor (Kenya),Make an appeal or request,Citizen (Kenya),2014-11-03
Citizen (Nigeria),Accuse,Murtala Nyako,2014-06-19
Thailand,Reduce relations,Interim Government (Thailand),2014-05-09
South Korea,Sign formal agreement,China,2014-07-27
Business (Iran),Make statement,Iraq,2014-08-13
Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014-09-25
Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-06-04
France,"Arrest, detain, or charge with legal action",Men (France),2014-03-19
Abdul Aziz,Make a visit,Mohamed Ould Abdel Aziz,2014-05-24
Sudan,Consult,Ethiopia,2014-10-09
Cabinet / Council of Ministers / Advisors (United States),Discuss by telephone,Abdullah Abdullah,2014-07-08
Military (Middle East),Use conventional military force,Citizen (Australia),2014-08-11
Ireland,Express intent to meet or negotiate,Iran,2014-09-14
Lawmaker (South Korea),Express intent to meet or negotiate,North Korea,2014-12-12
Iraq,Grant diplomatic recognition,China,2014-12-16
Iran,Host a visit,Viktor Bondarev,2014-02-18
Ministry (France),Consult,Military (France),2014-07-08
Japan,Engage in diplomatic cooperation,China,2014-08-25
John Kerry,Express intent to meet or negotiate,Julie Bishop,2014-08-31
Uhuru,Engage in diplomatic cooperation,William Ruto,2014-12-08
Envoy (United States),Express intent to meet or negotiate,South Korea,2014-10-24
Poland,Host a visit,Barack Obama,2014-05-27
Military Personnel - Special (United States),Provide military aid,Iraq,2014-09-16
Japan,Engage in diplomatic cooperation,Philippines,2014-06-24
Main Opposition (Turkey),Accuse,Justice and Development Party,2014-04-09
Men (India),Threaten,Medical Personnel (India),2014-06-10
Protester (Thailand),Impose restrictions on political freedoms,Thailand,2014-02-02
Court Judge (Nigeria),Investigate,Murtala Nyako,2014-07-15
Azam Khan,Acknowledge or claim responsibility,Citizen (India),2014-02-06
Uhuru Muigai Kenyatta,Appeal for diplomatic cooperation (such as policy support),Women (Kenya),2014-12-15
Philippines,"Arrest, detain, or charge with legal action",Men (Philippines),2014-09-02
Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-07-14
North Korea,Demand,South Korea,2014-02-25
Joseph Robinette Biden,Express intent to meet or negotiate,Martin McGuinness,2014-03-13
Japan,Provide military aid,Iraq,2014-09-15
Colombia,Express intent to cooperate,Guerrilla (Revolutionary Armed Forces of Colombia),2014-11-18
Jack Straw,Make optimistic comment,Iran,2014-01-12
Combatant (Islamic State of Iraq and the Levant),Occupy territory,Iraq,2014-08-04
France,Host a visit,Iran,2014-10-26
Benjamin Netanyahu,Consult,John Kerry,2014-04-03
Pervez Musharraf,Make an appeal or request,Special Court (Pakistan),2014-03-11
Citizen (South Korea),Express intent to meet or negotiate,South Korea,2014-11-10
Government (Syria),Engage in negotiation,France,2014-01-24
Umar al Bashir,Make statement,Government (Sudan),2014-09-26
France,Make optimistic comment,UN Security Council,2014-03-09
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-04-26
Head of Government (Nigeria),Host a visit,Oluṣẹgun Ọbasanjọ,2014-11-05
Citizen (Thailand),Praise or endorse,Coup D'etat Leader (Thailand),2014-09-06
Alexis Tsipras,Make an appeal or request,Citizen (Greece),2014-05-16
Majid Takht Ravanchi,Make statement,Iran,2014-11-09
Pope Francis,Make a visit,South Korea,2014-09-01
Staffan de Mistura,Express intent to meet or negotiate,Foreign Affairs (Syria),2014-09-09
