head,relation,tail,time
Catherine Ashton,Consult,Police (United States),2014-09-23
John Kerry,Consult,Abdullah Abdullah,2014-10-11
Sergey Kuzhugetovich Shoygu,Express intent to cooperate,Chang Wanquan,2014-11-18
Indigenous People (Nigeria),Make an appeal or request,Government (Nigeria),2014-10-14
Military Personnel - Special (India),fight with small arms and light weapons,Citizen (India),2014-09-11
Xi Jinping,Make statement,China,2014-07-07
China,Sign formal agreement,Japan,2014-11-07
Benjamin Netanyahu,Sign formal agreement,Yair Lapid,2014-09-20
Barack Obama,Express intent to meet or negotiate,Arseniy Yatsenyuk,2014-03-10
Tajikistan,Consult,China,2014-05-20
China,Consult,Majid Takht Ravanchi,2014-07-15
Vietnam,Criticize or denounce,China,2014-05-05
Citizen (Yemen),Use unconventional violence,Armed Rebel (Yemen),2014-01-28
Romania,Express intent to meet or negotiate,China,2014-09-25
Militant (Syria),Use unconventional violence,Citizen (Australia),2014-06-19
Government (Nigeria),Engage in diplomatic cooperation,Citizen (Nigeria),2014-10-07
Mohammad Javad Zarif,Express intent to meet or negotiate,Catherine Ashton,2014-03-02
France,Praise or endorse,John Dramani Mahama,2014-03-31
China,Engage in diplomatic cooperation,Afghanistan,2014-06-02
Citizen (United Kingdom),Accuse,Alex Salmond,2014-08-16
Nuri al-Maliki,Make statement,Iraq,2014-09-15
China,Sign formal agreement,Canada,2014-09-12
Police (Australia),Make an appeal or request,Citizen (Australia),2014-02-26
China,Consult,South Korea,2014-06-01
Tajikistan,Consult,Afghanistan,2014-03-29
Foreign Affairs (Ukraine),Consult,Sergey Viktorovich Lavrov,2014-03-31
John Kerry,Consult,Saud bin Faisal bin Abdul-Aziz,2014-11-24
Businessperson (Kenya),Make statement,Police (Kenya),2014-07-11
Defense / Security Ministry (Egypt),Consult,Jean-Yves Le Drian,2014-09-16
Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014-03-05
Scotland Yard,Engage in negotiation,Police (Portugal),2014-01-30
John Kerry,Consult,Nuri al-Maliki,2014-06-23
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-11-26
Police (Australia),Accuse,Citizen (Australia),2014-11-22
United Arab Emirates,Consult,Kuwait,2014-11-03
Presidential Candidate (Afghanistan),Engage in negotiation,John Kerry,2014-08-08
Iraq,Praise or endorse,Mohammad Javad Zarif,2014-01-14
Iraq,Engage in diplomatic cooperation,Iran,2014-10-20
China,Consult,Legislature (China),2014-03-08
South Africa,Sign formal agreement,China,2014-12-04
Government (Nigeria),Make empathetic comment,Citizen (Nigeria),2014-01-06
Secretariat (Nigeria),Accuse,Citizen (Nigeria),2014-04-28
Citizen (Kenya),Make an appeal or request,Amason Kingi,2014-12-03
Employee (India),Sexually assault,Citizen (India),2014-04-13
Thailand,Consult,Cambodia,2014-12-02
Antonis Samaras,Consult,Evangelos Venizelos,2014-11-10
Catherine Ashton,Consult,Mohammad Javad Zarif,2014-01-31
Military Personnel (Taiwan),Consult,Ma Ying Jeou,2014-02-16
Communist Party (Cuba),Consult,Raúl Castro,2014-05-31
South Korea,Make an appeal or request,Japan,2014-01-24
Canada,Sign formal agreement,South Korea,2014-09-25
Associated Press,Discuss by telephone,Lawyer/Attorney (Colombia),2014-12-05
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,Catherine Ashton,2014-04-17
China,Consult,Iran,2014-04-07
Citizen (Nigeria),Make pessimistic comment,Government (Nigeria),2014-10-29
Barack Obama,Engage in negotiation,Angela Merkel,2014-06-04
Xi Jinping,Make statement,China,2014-03-18
Datuk Seri Musa Aman,Engage in negotiation,Ministry (Malaysia),2014-05-09
Fumio Kishida,Discuss by telephone,John Kerry,2014-06-19
Morocco,Consult,France,2014-02-20
Afghanistan,Express intent to cooperate,China,2014-10-29
Guatemala,Express intent to cooperate,José Miguel Insulza,2014-09-19
Japan,Express intent to meet or negotiate,China,2014-11-07
Media (Africa),Consult,Citizen (Sudan),2014-05-01
Other Authorities / Officials (Nigeria),Consult,Education (Nigeria),2014-12-18
Government Delegation (North Korea),Consult,Nonaligned Movement,2014-05-24
Police (Australia),Make an appeal or request,Citizen (Australia),2014-02-17
Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Philippines,2014-05-21
Mohammad Javad Zarif,Discuss by telephone,Abu Bakr Abdullah al-Qirbi,2014-01-19
Serik Akhmetov,Consult,Dmitry Olegovich Rogozin,2014-05-22
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-11-05
Anson Chan,Consult,Hugo Swire,2014-07-17
Iran,Express intent to meet or negotiate,Slovenia,2014-05-01
South Korea,Express intent to cooperate,China,2014-11-10
Government (Nigeria),Engage in negotiation,Boko Haram,2014-05-05
North Korea,Make a visit,China,2014-05-29
Ma Ying Jeou,Consult,John Kerry,2014-07-03
Barack Obama,Accuse,North Korea,2014-12-29
Combatant (Yemen),Use unconventional violence,Citizen (Yemen),2014-10-26
Election Commission (Namibia),Consult,Media (Africa),2014-11-14
Alexander Stubb,Discuss by telephone,Dmitry Anatolyevich Medvedev,2014-07-24
Citizen (Brazil),"Abduct, hijack, or take hostage",Criminal (Brazil),2014-08-25
Guerrilla (Colombia),Make statement,National Liberation Army,2014-02-19
Military Personnel - Special (United States),Cooperate militarily,Mexico,2014-02-25
Vitalie Marinuta,Consult,Dimitrios Avramopoulos,2014-02-11
Lawyer/Attorney (Australia),Make statement,Member of Parliament (Australia),2014-06-10
Lawmaker (Costa Rica),Consult,Luis Alberto Lacalle,2014-07-16
Coalition of the Radical Left,Accuse,New Democracy,2014-12-17
Oman,Host a visit,Iran,2014-11-18
Xi Jinping,Consult,Hun Sen,2014-11-07
Criminal (Australia),Use unconventional violence,Hell's Angels,2014-01-11
Shura Council,Praise or endorse,Ethiopia,2014-05-13
Horacio Cartes,Express intent to meet or negotiate,Paraguay,2014-07-15
South Korea,Express intent to meet or negotiate,Japan,2014-05-13
Wendy Sherman,Engage in negotiation,Shinsuke Sugiyama,2014-08-12
Edgars Rinkevics,Express intent to meet or negotiate,Victoria Nuland,2014-11-19
South Korea,Express intent to meet or negotiate,Japan,2014-04-15
Militant (Yemen),Express intent to engage in diplomatic cooperation (such as policy support),Defense / Security Ministry (Yemen),2014-06-24
Cambodia,Express intent to cooperate,Thailand,2014-06-18
Hamas,Use conventional military force,Israeli Defense Forces,2014-08-01
Andrius Krivas,Consult,Government Official (United States),2014-10-29
Combatant (Houthis),Use unconventional violence,Citizen (Yemen),2014-10-18
Lapo Pistelli,Consult,Majid Takht Ravanchi,2014-12-03
Religion (China),Engage in symbolic act,Tien Chiu Chin,2014-08-23
Iraq,Host a visit,Foreign Affairs (India),2014-06-19
Nuri al-Maliki,Make statement,Iraq,2014-01-29
Chuck Hagel,Consult,Juan Carlos Pinzon,2014-10-10
China,Criticize or denounce,Japan,2014-07-02
Catherine Ashton,Express intent to meet or negotiate,Mohammad Javad Zarif,2014-07-02
Citizen (Nigeria),Accuse,Government (Nigeria),2014-07-25
Vietnam,Engage in diplomatic cooperation,China,2014-08-27
Irakli Alasania,Consult,Zakir Hasanov,2014-08-18
Benjamin Netanyahu,Consult,Barack Obama,2014-03-04
China,Make statement,Vietnam,2014-06-17
Mohammad Javad Zarif,Discuss by telephone,Federica Mogherini,2014-10-16
Head of Government (Nigeria),Make statement,Rauf Aregbesola,2014-08-11
Police (Ukraine),"Arrest, detain, or charge with legal action",Security Service of Ukraine,2014-07-16
Prabowo Subianto,Criticize or denounce,Citizen (Indonesia),2014-06-23
South Africa,Engage in diplomatic cooperation,Romania,2014-03-05
John Kerry,Engage in negotiation,Abdel Fattah Al-Sisi,2014-07-22
UN Security Council,Make an appeal or request,Iran,2014-06-29
Vietnam,Express intent to settle dispute,China,2014-12-27
Balarabe Musa,Discuss by telephone,Media (Africa),2014-12-24
Japan,Engage in diplomatic cooperation,South Korea,2014-06-18
Benjamin Netanyahu,Discuss by telephone,Barack Obama,2014-07-20
Catherine Ashton,Engage in negotiation,Mohammad Javad Zarif,2014-07-04
Nguyen Phu Trong,Consult,Head of Government (Cuba),2014-09-15
Police (Australia),Make an appeal or request,Citizen (Australia),2014-06-18
Samuel J. Locklear,Consult,Peter O'Neill,2014-04-15
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-04-26
Xi Jinping,Consult,John Kerry,2014-02-17
Haider Al-Abadi,Consult,Iraq,2014-12-21
Election Commission (Afghanistan),Consult,Presidential Candidate (Afghanistan),2014-06-24
Court Judge (India),Make an appeal or request,Citizen (India),2014-10-09
Jakaya Mrisho Kikwete,Express intent to meet or negotiate,Jyrki Katainen,2014-01-28
Head of Government (Ukraine),Make statement,Barack Obama,2014-03-12
Ashraf Ghani Ahmadzai,Sign formal agreement,Abdullah Abdullah,2014-09-24
China,Engage in negotiation,France,2014-05-17
Foreign Affairs (Russia),Consult,Representatives (Russia),2014-07-09
Barack Obama,Consult,Benjamin Netanyahu,2014-02-19
Representatives (France),Consult,France,2014-11-07
South Korea,Engage in diplomatic cooperation,North Korea,2014-03-06
Labor Union (Nigeria),Consult,Government (Nigeria),2014-03-27
Benjamin Netanyahu,Consult,"Media (Palestinian Territory, Occupied)",2014-04-02
Government (Pakistan),Consult,Iran,2014-05-16
City Mayor (Philippines),Make statement,Philippines,2014-03-24
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-09-23
Government (Venezuela),Accuse,Citizen (Venezuela),2014-02-21
Peter Szijjarto,Engage in negotiation,Sergey Viktorovich Lavrov,2014-11-19
Mahammed Boun Abdallah Dionne,Consult,Mauritius,2014-08-21
Myanmar,Grant diplomatic recognition,China,2014-12-17
City Mayor (Philippines),Consult,Alfred Romualdez,2014-08-08
Arseniy Yatsenyuk,Express intent to meet or negotiate,Angela Merkel,2014-02-16
Citizen (Malaysia),Bring lawsuit against,Malaysia,2014-10-31
Xi Jinping,Express intent to meet or negotiate,South Korea,2014-06-28
United Arab Emirates,Engage in negotiation,Oman,2014-07-08
Bolivia,Consult,France,2014-08-01
Foreign Affairs (Denmark),Consult,Ashraf Ghani Ahmadzai,2014-11-14
Franklin Drilon,Make statement,Philippines,2014-05-07
Iran,Engage in diplomatic cooperation,Portugal,2014-01-26
Cabinet / Council of Ministers / Advisors (United States),Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-10-09
Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2014-07-17
Sudan,Consult,Niger,2014-12-05
North Korea,Express intent to meet or negotiate,Japan,2014-03-13
Kivutha Kibwana,Consult,Lawyer/Attorney (Kenya),2014-10-09
Ashraf Ghani Ahmadzai,Consult,Foreign Affairs (United States),2014-07-03
Ombudsman (Kyrgyzstan),Consult,Foreign Affairs (United States),2014-02-20
Dimitris Kourkoulas,Consult,Member of Parliament (Germany),2014-03-26
Mulatu Teshome,Consult,Representatives (Ethiopia),2014-10-07
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-04-23
Iran,Praise or endorse,Hamas,2014-05-15
Lawyer/Attorney (United States),Make statement,Dzhokhar Tsarnaev,2014-01-30
France,Praise or endorse,John Kerry,2014-07-19
Elmar Brok,Consult,Yulia Tymoshenko,2014-02-24
Media (China),Make statement,China,2014-03-06
Cabinet / Council of Ministers / Advisors (Angola),Consult,Governor (Angola),2014-12-31
Iraq,Consult,Information / Communication / Transparency Ministry (Iraq),2014-10-30
Haiti,Express intent to meet or negotiate,Dominican Republic,2014-01-07
Kuwait,Engage in diplomatic cooperation,Bahrain,2014-12-24
Staffan de Mistura,Consult,Foreign Affairs (Syria),2014-11-11
Xi Jinping,Make optimistic comment,China,2014-01-27
Governor (Colombia),Discuss by telephone,Associated Press,2014-11-06
Barack Obama,Consult,Pope Francis,2014-03-27
Cambodia,Express intent to cooperate,Thailand,2014-10-17
Guatemala,Consult,Mexico,2014-11-01
Media (Africa),Consult,Government (Nigeria),2014-09-22
Police (Ukraine),Make statement,Protester (Ukraine),2014-02-17
Al-Shabaab,Use conventional military force,Military Personnel (Somalia),2014-07-15
South Africa,Express intent to cooperate,China,2014-07-17
Citizen (North Korea),Make an appeal or request,North Korea,2014-05-23
Party Member (Colombia),Consult,Labor Union (Colombia),2014-03-14
Xi Jinping,Sign formal agreement,Mexico,2014-07-21
Angela Merkel,Express intent to meet or negotiate,François Hollande,2014-10-17
Ministry (Nigeria),Accuse,Citizen (Nigeria),2014-06-16
Awami (People's) League,Express intent to engage in diplomatic cooperation (such as policy support),Bangladesh Nationalist Party,2014-01-10
Citizen (Kenya),Use unconventional violence,Police (Kenya),2014-01-29
Nationalist Movement Party,Express intent to cooperate,People Associated with the Opposition (Turkey),2014-06-16
François Hollande,Make statement,France,2014-02-06
South Korea,Express intent to meet or negotiate,North Korea,2014-10-22
North Korea,Demonstrate military or police power,South Korea,2014-02-27
Opposition Force (Syria),Accuse,Government (Syria),2014-04-13
Antonis Samaras,Halt negotiations,Evangelos Venizelos,2014-11-28
Kathleen Wynne,Criticize or denounce,Tim Hudak,2014-05-09
Japan,Sign formal agreement,North Korea,2014-06-05
Canada,Express intent to cooperate,France,2014-09-26
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,Cabinet / Council of Ministers / Advisors (United States),2014-03-13
Abdullah Abdullah,Make statement,Afghanistan,2014-06-18
Japan,Express intent to meet or negotiate,Cho Tai-young,2014-08-27
Health Ministry (Bangladesh),Consult,Intellectual (Bangladesh),2014-12-01
Iraq,Engage in negotiation,Foreign Affairs (Russia),2014-11-10
Government (Nigeria),Make statement,Chibuike Rotimi Amaechi,2014-06-16
John Kerry,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-10-08
Police (Australia),Consult,Citizen (Australia),2014-03-12
Other Authorities / Officials (Nigeria),Consult,Edwin Clark,2014-04-07
Chang Wanquan,Consult,Chuck Hagel,2014-04-09
Ministry (Russia),Make statement,Sergey Viktorovich Lavrov,2014-12-03
High Commission for Refugees,Make statement,Adrian Edwards,2014-01-13
Milos Zeman,Consult,Sergey Viktorovich Lavrov,2014-10-18
Police (Yemen),fight with small arms and light weapons,Citizen (Yemen),2014-06-04
Harish Rawat,Consult,Media (India),2014-12-28
Arseniy Yatsenyuk,Consult,Vitali Klitschko,2014-02-20
United Arab Emirates,Discuss by telephone,John Kerry,2014-09-05
Nabih Berri,Consult,Sauli Niinistö,2014-03-14
Stephane Le Foll,Sign formal agreement,Media Personnel (France),2014-04-24
Mohammad Javad Zarif,Meet at a 'third' location,Catherine Ashton,2014-07-19
South Korea,Express intent to cooperate,Japan,2014-12-29
Foreign Affairs (United States),Express intent to cooperate,Japan,2014-01-30
Employee (India),Accuse,Citizen (India),2014-05-21
Iraq,Express intent to engage in material cooperation,Sudan,2014-02-05
Yunus Qanuni,Consult,Foreign Affairs (United States),2014-06-20
Citizen (Kenya),Accuse,Government (Kenya),2014-07-29
Afghanistan,Consult,Iran,2014-03-28
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-01-24
Villager (India),Accuse,Citizen (India),2014-05-08
Iran,Praise or endorse,Government (Syria),2014-12-04
Laos,Consult,Myanmar,2014-08-31
Emmanuel Eweta Uduaghan,Make an appeal or request,Citizen (Nigeria),2014-10-09
Tajikistan,Express intent to meet or negotiate,Iran,2014-06-11
Citizen (Kenya),Demand,Police (Kenya),2014-05-29
Thailand,Engage in negotiation,China,2014-09-08
Member of Parliament (Iraq),Consult,Massoud Barzani,2014-03-15
Government (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-04-24
Military Personnel (Nigeria),Consult,Daily Trust,2014-08-21
Mohamed Ibn Chambas,Consult,UN Security Council,2014-08-08
Nabih Berri,Engage in negotiation,Staffan de Mistura,2014-10-17
France,Engage in negotiation,Barack Obama,2014-06-05
Head of Government (Nigeria),Make statement,Government (Nigeria),2014-10-27
People Associated with the Opposition (Sri Lanka),Make statement,Mahinda Rajapaksa,2014-10-29
Zhang Dejiang,Engage in negotiation,Lawmaker (Japan),2014-05-05
John Kerry,Meet at a 'third' location,Catherine Ashton,2014-04-07
North Korea,Threaten,South Korea,2014-08-13
Mohammad Javad Zarif,Consult,Salman Khurshid,2014-02-28
Abdullah Abdullah,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-07-07
Iraq,Make statement,Nuri al-Maliki,2014-06-09
Criminal (Philippines),Make statement,Police (Philippines),2014-02-26
China,Engage in negotiation,Iran,2014-09-22
Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-12-17
Head of Government (China),Express intent to meet or negotiate,China,2014-10-23
China,Engage in negotiation,Barack Obama,2014-03-26
North Korea,Make optimistic comment,Japan,2014-02-14
Iran,Criticize or denounce,Barack Obama,2014-09-12
Police (Australia),Make an appeal or request,Citizen (Australia),2014-09-20
Citizen (India),Complain officially,Head of Government (India),2014-09-08
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-10-02
Victor Ponta,Make statement,Romania,2014-08-30
