head,relation,tail,time
Food and Agriculture Organization,Express intent to meet or negotiate,North Korea,2014-04-03
Viktor Pshonka,Make an appeal or request,People Associated with the Opposition (Ukraine),2014-01-21
Iran,Praise or endorse,Iraq,2014-06-12
John Kerry,Make an appeal or request,Myanmar,2014-08-11
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-02-16
Government (Kenya),Make pessimistic comment,Citizen (Kenya),2014-02-06
Japan,Consult,South Korea,2014-10-17
Barack Obama,Make an appeal or request,François Hollande,2014-07-08
Citizen (Thailand),Make pessimistic comment,Protester (Thailand),2014-03-02
Lawyer/Attorney (Australia),Impose administrative sanctions,Women (Australia),2014-08-12
Member of Legislative (Govt) (South Korea),Make a visit,Iran,2014-01-27
Sergey Viktorovich Lavrov,Express intent to cooperate economically,John Kerry,2014-07-27
Philippines,Praise or endorse,Japan,2014-06-25
Vietnam,Praise or endorse,China,2014-06-05
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-01-22
Barack Obama,Make a visit,South Korea,2014-02-12
China,Express intent to cooperate,France,2014-11-24
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-01-28
National Council for Peace and Order of Thailand,Make an appeal or request,Citizen (Thailand),2014-05-28
Police (South Africa),Use conventional military force,Men (South Africa),2014-03-12
François Hollande,Make a visit,Guinea,2014-11-21
Ministry (Nigeria),Accuse,Citizen (Nigeria),2014-08-07
Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014-02-27
Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-12-15
Abdullah Abdullah,Engage in diplomatic cooperation,Ashraf Ghani Ahmadzai,2014-11-08
Prabowo Subianto,Make an appeal or request,Citizen (Indonesia),2014-07-21
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-30
Catherine Ashton,Consult,Mohammad Javad Zarif,2014-05-14
United Arab Emirates,Consult,Joseph Robinette Biden,2014-10-06
North Korea,Investigate,Japan,2014-07-16
Pavlo Klimkin,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-08-15
John Kerry,Consult,Fumio Kishida,2014-08-09
Aladdin Boroujerdi,Criticize or denounce,Terrorist Leader (Islamic State of Iraq and the Levant),2014-10-23
South Korea,Make empathetic comment,North Korea,2014-04-15
Police (Australia),Use conventional military force,Citizen (Australia),2014-12-19
Other Authorities / Officials (Egypt),Reduce relations,Moussa Ibrahim,2014-10-31
China,"Reject plan, agreement to settle dispute",France,2014-04-23
Japan,Engage in diplomatic cooperation,China,2014-06-24
China,Make statement,Afghanistan,2014-10-30
Fumio Kishida,Express intent to meet or negotiate,John Kerry,2014-01-28
Lawyer/Attorney (Turkey),Investigate,Citizen (Turkey),2014-05-18
Alex Badeh,Cooperate economically,Boko Haram,2014-10-18
South Korea,Complain officially,Japan,2014-04-04
Macky Sall,Express intent to meet or negotiate,China,2014-02-18
Catherine Ashton,Consult,John Kerry,2014-10-14
Citizen (Nigeria),Make an appeal or request,Court Judge (Nigeria),2014-12-16
China,Make an appeal or request,Vietnam,2014-05-27
Citizen (Zambia),Demonstrate or rally,Lameck Mangani,2014-06-12
John Kerry,Criticize or denounce,Government (Syria),2014-02-16
Mohammad Javad Zarif,Make a visit,China,2014-05-21
China,Deny responsibility,Yasuo Fukuda,2014-08-28
Abdullah Gül,Express intent to meet or negotiate,Nationalist Movement Party,2014-01-13
Cambodia,Demand de-escalation of military engagement,Thailand,2014-09-01
China,Criticize or denounce,Vietnam,2014-05-15
Mamnoon Hussain,Make statement,Afghanistan,2014-03-28
Yair Lapid,Express intent to cooperate,Benjamin Netanyahu,2014-09-22
Barack Obama,Consult,Head of Government (India),2014-10-01
Iraq,Engage in negotiation,John Kerry,2014-09-10
Paul LePage,Express intent to meet or negotiate,Morocco,2014-03-28
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-11-28
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-03-29
Government (Nigeria),Express intent to provide humanitarian aid,Citizen (Nigeria),2014-07-22
Barack Obama,Make statement,North Korea,2014-12-19
Police (Australia),Accuse,Citizen (Australia),2014-07-26
Joseph Robinette Biden,Make a visit,Poland,2014-03-18
Election Commission (India),Impose restrictions on political freedoms,Citizen (India),2014-04-18
Barack Obama,Discuss by telephone,Benjamin Netanyahu,2014-07-10
Arseniy Yatsenyuk,Make an appeal or request,Salil Shetty,2014-09-08
Barack Obama,Express intent to meet or negotiate,Japan,2014-04-21
New Democracy,Criticize or denounce,Alexis Tsipras,2014-01-10
Antonis Samaras,Consult,Nicos Anastasiades,2014-07-28
Protester (Egypt),Demonstrate or rally,Police (Egypt),2014-09-16
Military (Thailand),Demand,Thailand,2014-06-27
China,Express intent to meet or negotiate,South Korea,2014-07-10
François Hollande,Yield,Iraq,2014-09-18
Iran,Engage in diplomatic cooperation,Iraq,2014-12-08
John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-03-30
Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-02-18
Lawyer/Attorney (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-09-15
Barack Obama,Express intent to meet or negotiate,Canada,2014-02-19
Other Authorities / Officials (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-11-24
Josh Earnest,Make statement,North Korea,2014-10-21
Election Commission (India),Make an appeal or request,Citizen (India),2014-04-06
Xi Jinping,Express intent to meet or negotiate,Macky Sall,2014-02-20
Governor (India),Demand,Citizen (India),2014-03-11
China,Express intent to provide humanitarian aid,Sierra Leone,2014-05-01
Barack Obama,Express intent to engage in diplomatic cooperation (such as policy support),Colombia,2014-10-08
Police (Israel),"Investigate crime, corruption",Binyamin Ben-Eliezer,2014-06-07
Barack Obama,Consult,Malaysia,2014-04-28
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-12-12
South Korea,Criticize or denounce,Citizen (South Korea),2014-11-12
Barack Obama,Make statement,New Zealand,2014-06-20
China,Engage in diplomatic cooperation,Vietnam,2014-06-19
Emmanuel Eweta Uduaghan,Express intent to cooperate,Company - Owner or Operator (Nigeria),2014-08-27
Rauf Aregbesola,Make statement,Government (Nigeria),2014-02-27
China,Engage in diplomatic cooperation,Kazakhstan,2014-12-14
Iran,Reject,European Parliament,2014-04-05
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,Foreign Affairs (Ukraine),2014-03-24
Israeli Defense Forces,Employ aerial weapons,Hamas,2014-08-08
Head of Government (Nigeria),Make empathetic comment,Citizen (Nigeria),2014-09-22
Cabinet / Council of Ministers / Advisors (United States),Accuse,Hamas,2014-07-22
Citizen (Nigeria),Express intent to cooperate,Government (Nigeria),2014-10-30
Thailand,Make an appeal or request,Citizen (Thailand),2014-05-08
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-01-16
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-10-21
John Kerry,Meet at a 'third' location,Benjamin Netanyahu,2014-11-23
North Atlantic Treaty Organization,Meet at a 'third' location,John Kerry,2014-04-01
Iran,Express intent to meet or negotiate,France,2014-02-03
Military (Philippines),Mobilize or increase armed forces,Philippines,2014-11-24
John Kerry,Engage in diplomatic cooperation,Iran,2014-06-16
Government (Nigeria),Make statement,Chibuike Rotimi Amaechi,2014-01-09
China,Praise or endorse,Fiji,2014-11-22
Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-05-28
Japan,Engage in negotiation,China,2014-11-10
John Kerry,Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-01-16
Party Member (Afghanistan),Praise or endorse,John Kerry,2014-07-11
South Africa,Consult,China,2014-07-15
Catherine Ashton,Engage in negotiation,Sergey Viktorovich Lavrov,2014-03-04
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-05-26
Chibuike Rotimi Amaechi,Consult,Muhammadu Buhari,2014-10-15
Angela Merkel,Make an appeal or request,Citizen (Germany),2014-09-06
Xi Jinping,Make statement,South Korea,2014-07-03
Iran,Make optimistic comment,Iraq,2014-06-17
Joseph Robinette Biden,Consult,Benjamin Netanyahu,2014-01-14
Staffan de Mistura,Praise or endorse,Iran,2014-10-20
Court Judge (India),"Return, release person(s)",Citizen (India),2014-04-28
Shamshad Akhtar,Consider policy option,China,2014-06-09
Sarah Hanson-Young,Make a visit,Cambodia,2014-11-20
China,Make statement,Lawmaker (United Kingdom),2014-12-02
Sergey Viktorovich Lavrov,Engage in negotiation,John Kerry,2014-01-13
Akhilesh Yadav,Criticize or denounce,Citizen (India),2014-11-07
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-04-28
Barack Obama,Praise or endorse,François Hollande,2014-02-11
Congress (Nigeria),Accuse,Citizen (Nigeria),2014-03-03
Presidential Candidate (Afghanistan),Consult,Cabinet / Council of Ministers / Advisors (United States),2014-07-11
China,Express intent to cooperate,South Korea,2014-09-11
Governor (Kenya),Consult,Uhuru,2014-10-27
Tajikistan,"Arrest, detain, or charge with legal action",Men (Tajikistan),2014-07-31
Qatar,Express intent to cooperate economically,Sudan,2014-04-02
Protester (Thailand),"Protest violently, riot",Military (Thailand),2014-05-26
Pope Francis,Consult,Arseniy Yatsenyuk,2014-04-26
Police (Japan),Praise or endorse,Kyoto University,2014-11-13
Japan,Make statement,China,2014-08-27
Sergey Viktorovich Lavrov,Consult,Pham Binh Minh,2014-04-16
Government (Nigeria),Express intent to provide economic aid,Citizen (Nigeria),2014-10-22
Sergey Viktorovich Lavrov,Consult,France,2014-02-23
Citizen (Nigeria),Reject,Government (Nigeria),2014-09-17
Men (South Africa),fight with small arms and light weapons,Police (South Africa),2014-02-03
Chuck Hagel,Consult,Colombia,2014-10-10
Joseph Robinette Biden,Consult,Arseniy Yatsenyuk,2014-07-29
John Kerry,Make statement,China,2014-08-10
Boko Haram,Use conventional military force,Citizen (Nigeria),2014-11-14
Iraq,Host a visit,Energy Department/Ministry (Iran),2014-11-12
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-03-19
James Ongwae,Make an appeal or request,Citizen (Kenya),2014-11-27
China,Express intent to meet or negotiate,South Africa,2014-09-12
John Kerry,Make an appeal or request,Afghanistan,2014-07-11
Qatar,Engage in diplomatic cooperation,Tajikistan,2014-09-19
Angela Merkel,Express intent to cooperate,Barack Obama,2014-04-17
China,Use conventional military force,Vietnam,2014-05-07
China,Engage in negotiation,Iran,2014-11-16
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-07-29
John Kerry,Discuss by telephone,Head of Government (Ukraine),2014-12-05
France,Engage in negotiation,China,2014-09-25
Fuad Masum,Give ultimatum,Haider Al-Abadi,2014-08-14
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-05-09
China,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2014-01-02
Al-Shabaab,Use conventional military force,Military Personnel (Somalia),2014-07-19
Barack Obama,Consult,Haider Al-Abadi,2014-08-11
John Kerry,Threaten,China,2014-02-14
Israeli Defense Forces,Make statement,Hamas,2014-07-04
Government (Nigeria),Provide aid,Citizen (Nigeria),2014-05-19
Government (Nigeria),Expel or deport individuals,Citizen (Nigeria),2014-10-21
Hezbollah,Make empathetic comment,Military (Lebanon),2014-09-19
Qatar,Provide economic aid,Hamas,2014-07-22
Iran,Consult,Catherine Ashton,2014-03-08
Panhellenic Socialist Movement,Make statement,Coalition of the Radical Left,2014-01-16
Police (Japan),"Arrest, detain, or charge with legal action",Men (Japan),2014-03-14
Lawyer/Attorney (South Korea),Accuse,Citizen (South Korea),2014-04-22
Mohammad Javad Zarif,Meet at a 'third' location,John Kerry,2014-07-15
Laos,Praise or endorse,Vietnam,2014-12-12
Angela Merkel,Make an appeal or request,Abdel Fattah Al-Sisi,2014-09-08
Doctors Without Borders,Make an appeal or request,Iraq,2014-06-18
Mevlut Cavusoglu,Make statement,Head of Government (Ukraine),2014-07-21
Barack Obama,Praise or endorse,Angela Merkel,2014-01-09
Barack Obama,Provide military protection or peacekeeping,Iraq,2014-09-03
John Kerry,Criticize or denounce,France,2014-02-07
John Kerry,Make a visit,Sergey Viktorovich Lavrov,2014-03-30
John Kerry,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-10-07
Civic Group (Afghanistan),Criticize or denounce,Military Personnel - Special (Afghanistan),2014-02-26
Iran,Sign formal agreement,European Parliament,2014-04-08
Mohammad Javad Zarif,Meet at a 'third' location,Cabinet / Council of Ministers / Advisors (United States),2014-11-09
Yu Zhengsheng,Make an appeal or request,Religion (China),2014-01-27
Japan,Make statement,Vietnam,2014-08-01
Police (Australia),Investigate,Citizen (Australia),2014-09-09
China,Express intent to cooperate,Vietnam,2014-10-27
China,Engage in negotiation,United Arab Emirates,2014-02-10
Antonis Samaras,Discuss by telephone,Nicos Anastasiades,2014-10-06
North Korea,Make an appeal or request,South Korea,2014-02-04
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-09-01
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-05-09
North Korea,fight with small arms and light weapons,South Korea,2014-04-01
Cho Tai-young,Make an appeal or request,Japan,2014-10-01
Citizen (Australia),Physically assault,Police (Australia),2014-09-24
Royal Administration (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-08-05
Police (Egypt),"Arrest, detain, or charge with legal action",Women (Egypt),2014-05-30
South Korea,Engage in negotiation,China,2014-11-09
Raúl Castro,Sign formal agreement,Barack Obama,2014-12-18
China,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-11-01
Member of Parliament (Iran),Make statement,Iran,2014-03-09
Catherine Ashton,Make a visit,Iran,2014-05-31
Lawyer/Attorney (Kenya),Demand release of persons or property,Citizen (Kenya),2014-10-27
Cabinet / Council of Ministers / Advisors (United States),Express intent to meet or negotiate,Nuri al-Maliki,2014-06-23
François Hollande,Make statement,Serge Lazarevic,2014-12-10
William Ruto,Make an appeal or request,Citizen (Kenya),2014-03-18
Benjamin Netanyahu,Consult,John Kerry,2014-01-02
Governor (Thailand),Consult,Citizen (Thailand),2014-04-23
Iran,Express intent to meet or negotiate,Tajikistan,2014-09-10
Abdel Fattah Al-Sisi,Make a visit,China,2014-12-18
Zalmai Rassoul,Praise or endorse,Abdullah Abdullah,2014-05-12
François Hollande,Consult,Abdullah Gül,2014-01-27
James Ongwae,Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Kenya),2014-11-26
Femi Falana,Demand,Citizen (Nigeria),2014-09-18
John Kerry,Express intent to meet or negotiate,Afghanistan,2014-07-10
Xi Jinping,Consult,Angela Merkel,2014-03-09
Saud bin Faisal bin Abdul-Aziz,Make an appeal or request,Nuri al-Maliki,2014-06-19
Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-11-24
Police (Australia),Expel or deport individuals,Citizen (Australia),2014-09-30
Barack Obama,Meet at a 'third' location,North Atlantic Treaty Organization,2014-03-29
Angela Merkel,Make an appeal or request,Head of Government (Egypt),2014-09-09
U.S. Special Operations Command Central,Make a visit,Tajikistan,2014-04-04
Ministry (Nigeria),Provide aid,Citizen (Nigeria),2014-12-29
Tony Blair,Praise or endorse,Vietnam,2014-07-23
Citizen (India),Demonstrate or rally,Employee (India),2014-07-09
South Korea,Express intent to cooperate economically,Japan,2014-03-12
John Kerry,Criticize or denounce,Government (Syria),2014-01-18
Police (Hong Kong),Physically assault,Protester (Hong Kong),2014-10-14
Nhial Deng Nhial,Make a visit,Ethiopia,2014-03-15
Court Judge (Nigeria),Demand,Bala Abdulkadir Mohammed,2014-05-19
Ashraf Ghani Ahmadzai,Engage in negotiation,Raheel Sharif,2014-12-17
Head of Government (Nigeria),Appeal for diplomatic cooperation (such as policy support),News Editor (Nigeria),2014-09-02
Myanmar,Host a visit,Thailand,2014-10-09
Thailand,Express intent to cooperate economically,China,2014-07-30
Barack Obama,Express intent to meet or negotiate,Malaysia,2014-04-27
Police (Australia),Criticize or denounce,Citizen (Australia),2014-03-06
Japan,Deny responsibility,China,2014-04-09
North Korea,Demand,South Korea,2014-07-01
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-09-05
Bahrain,Reduce or break diplomatic relations,Qatar,2014-04-18
Iran,Host a visit,Iraq,2014-06-27
Mohammad Javad Zarif,Make statement,Oman,2014-08-06
Xi Jinping,Make statement,France,2014-03-28
