head,relation,tail,time
François Hollande,Make a visit,Comoros,2014-07-25
Togo,Engage in diplomatic cooperation,Ethiopia,2014-07-25
Curacao,Host a visit,North Atlantic Treaty Organization,2014-07-25
Cabinet / Council of Ministers / Advisors (United States),Discuss by telephone,Benjamin Netanyahu,2014-07-25
François Hollande,Reduce or break diplomatic relations,Comoros,2014-07-25
Benjamin Netanyahu,"Reject plan, agreement to settle dispute",Cabinet / Council of Ministers / Advisors (United States),2014-07-25
Joseph Robinette Biden,Consult,Salvador Sánchez Cerén,2014-07-25
Abdel Fattah Al-Sisi,Host a visit,Philip Hammond,2014-07-25
Myanmar,Host a visit,Special Rapporteurs of the United Nations,2014-07-26
Foreign Affairs (Middle East),Make a visit,France,2014-07-26
France,Host a visit,John Kerry,2014-07-26
South Africa,Host a visit,Julius Malema,2014-07-26
France,Host a visit,Foreign Affairs (Middle East),2014-07-26
Barack Obama,Praise or endorse,Abdullah Abdullah,2014-07-26
Foreign Affairs (Middle East),Engage in negotiation,John Kerry,2014-07-26
Abdullah Abdullah,Consult,Barack Obama,2014-07-26
Julius Malema,Make a visit,South Africa,2014-07-26
John Kerry,Express intent to meet or negotiate,France,2014-07-26
Special Rapporteurs of the United Nations,Make a visit,Myanmar,2014-07-26
John Kerry,Meet at a 'third' location,Foreign Affairs (Middle East),2014-07-26
John Kerry,Make a visit,France,2014-07-26
Barack Obama,Consult,Benjamin Netanyahu,2014-07-27
Iraq,Host a visit,Nuri al-Maliki,2014-07-27
Benjamin Netanyahu,Accuse of aggression,Hamas,2014-07-27
Benjamin Netanyahu,Consult,Barack Obama,2014-07-27
John Kerry,Express intent to cooperate economically,Sergey Viktorovich Lavrov,2014-07-27
Benjamin Netanyahu,Discuss by telephone,Barack Obama,2014-07-27
Nuri al-Maliki,Make a visit,Iraq,2014-07-27
Attacker (Afghanistan),Use unconventional violence,Military Personnel - Special (Afghanistan),2014-07-27
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-07-27
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-07-27
Hamas,Violate ceasefire,Benjamin Netanyahu,2014-07-27
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-07-27
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-07-27
Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2014-07-27
Sergey Viktorovich Lavrov,Express intent to cooperate economically,John Kerry,2014-07-27
John Kerry,Make a visit,France,2014-07-27
Benjamin Netanyahu,Accuse,Hamas,2014-07-27
Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Attacker (Afghanistan),2014-07-27
Barack Obama,Discuss by telephone,Benjamin Netanyahu,2014-07-27
Police (Kenya),Use conventional military force,Militia (Kenya),2014-07-27
France,Host a visit,John Kerry,2014-07-27
Militia (Kenya),Use unconventional violence,Police (Kenya),2014-07-27
Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014-07-27
John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-07-27
John Kerry,Make a visit,Middle East,2014-07-28
Barack Obama,Discuss by telephone,Benjamin Netanyahu,2014-07-28
Tea Banh,Make a visit,Thailand,2014-07-28
Thailand,Host a visit,Abhisit Vejjajiva,2014-07-28
Nicos Anastasiades,Consult,Antonis Samaras,2014-07-28
John Kerry,Make an appeal or request,Sergey Viktorovich Lavrov,2014-07-28
Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014-07-28
Barack Obama,Make an appeal or request,Benjamin Netanyahu,2014-07-28
Tea Banh,Make statement,Thailand,2014-07-28
John Baird,Host a visit,Government Official (Japan),2014-07-28
Iran,Host a visit,Refugee (Afghanistan),2014-07-28
Citizen (Nigeria),Accuse,Government (Nigeria),2014-07-28
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-07-28
Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-07-28
France,Make a visit,Comoros,2014-07-28
Sun Yuxi,Make a visit,Afghanistan,2014-07-28
Abhisit Vejjajiva,Make a visit,Thailand,2014-07-28
Comoros,Host a visit,France,2014-07-28
Antonis Samaras,Express intent to meet or negotiate,Nicos Anastasiades,2014-07-28
Benjamin Netanyahu,Consult,Barack Obama,2014-07-28
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-07-28
Barack Obama,Consult,Benjamin Netanyahu,2014-07-28
Afghanistan,Host a visit,Sun Yuxi,2014-07-28
Refugee (Afghanistan),Make a visit,Iran,2014-07-28
Middle East,Host a visit,John Kerry,2014-07-28
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-07-28
Thailand,Host a visit,Tea Banh,2014-07-28
Government Official (Japan),Make a visit,John Baird,2014-07-28
Benjamin Netanyahu,Discuss by telephone,Barack Obama,2014-07-28
Benjamin Netanyahu,Reject,Barack Obama,2014-07-29
Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-07-29
Romania,Host a visit,Victor Ponta,2014-07-29
John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-07-29
Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-07-29
Barack Obama,Consult,Benjamin Netanyahu,2014-07-29
Government (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-07-29
Thailand,Host a visit,Tea Banh,2014-07-29
Barack Obama,Make a visit,Tanzania,2014-07-29
"Armed Gang (Palestinian Territory, Occupied)",Use unconventional violence,Israeli Defense Forces,2014-07-29
Military (Philippines),Violate ceasefire,Moro Islamic Liberation Front,2014-07-29
Cabinet / Council of Ministers / Advisors (United States),Praise or endorse,Fumio Kishida,2014-07-29
Xi Jinping,Make a visit,South Korea,2014-07-29
Moro Islamic Liberation Front,Make statement,Military (Philippines),2014-07-29
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-07-29
Sergey Viktorovich Lavrov,Express intent to cooperate,Cabinet / Council of Ministers / Advisors (United States),2014-07-29
South Korea,Host a visit,Xi Jinping,2014-07-29
Iraq,Host a visit,Government (United States),2014-07-29
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-07-29
Tanzania,Host a visit,Barack Obama,2014-07-29
Pavlo Klimkin,Praise or endorse,Joseph Robinette Biden,2014-07-29
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-07-29
Victor Ponta,Make a visit,Romania,2014-07-29
Japan,Express intent to engage in diplomatic cooperation (such as policy support),France,2014-07-29
Cambodia,Express intent to meet or negotiate,Thailand,2014-07-29
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-07-29
Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014-07-29
Japan,Express intent to cooperate,France,2014-07-29
Tea Banh,Make statement,Thailand,2014-07-29
Mexico,Host a visit,Jerry Brown,2014-07-29
Jerry Brown,Make a visit,Mexico,2014-07-29
South Africa,Make a visit,Thailand,2014-07-29
France,Express intent to meet or negotiate,Japan,2014-07-29
Tea Banh,Make a visit,Thailand,2014-07-29
Cabinet / Council of Ministers / Advisors (United States),Express intent to cooperate,Sergey Viktorovich Lavrov,2014-07-29
Thailand,Retreat or surrender militarily,Cambodia,2014-07-29
Fumio Kishida,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-07-29
Israeli Defense Forces,Use conventional military force,"Armed Gang (Palestinian Territory, Occupied)",2014-07-29
Joseph Robinette Biden,Consult,Pavlo Klimkin,2014-07-29
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-07-29
Petroleum of Venezuela,Make a visit,Curacao,2014-07-29
Citizen (Nigeria),Demand diplomatic cooperation (such as policy support),Government (Nigeria),2014-07-29
Thailand,Host a visit,South Africa,2014-07-29
Government (United States),Make a visit,Iraq,2014-07-29
Government (United States),Provide military aid,Iraq,2014-07-29
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-07-29
Curacao,Host a visit,Petroleum of Venezuela,2014-07-29
Edgars Rinkevics,Praise or endorse,Foreign Affairs (Norway),2014-07-30
Sergey Viktorovich Lavrov,Make statement,John Kerry,2014-07-30
Mexico,Host a visit,Jerry Brown,2014-07-30
Tajikistan,Host a visit,Sergey Viktorovich Lavrov,2014-07-30
Barack Obama,Host a visit,Government (Africa),2014-07-30
Anifah Aman,Consult,Mohammad Javad Zarif,2014-07-30
Citizen (Thailand),Engage in symbolic act,Thailand,2014-07-30
Anifah Aman,Discuss by telephone,Mohammad Javad Zarif,2014-07-30
Sergey Viktorovich Lavrov,Make statement,Tajikistan,2014-07-30
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-07-30
Thongsing Thammavong,Host a visit,Justice Department/Ministery (Vietnam),2014-07-30
Thailand,Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Thailand),2014-07-30
Sergey Viktorovich Lavrov,Make a visit,Tajikistan,2014-07-30
Thailand,Express intent to cooperate economically,China,2014-07-30
Citizen (Kenya),Make pessimistic comment,Police (Kenya),2014-07-30
Foreign Affairs (Norway),Consult,Edgars Rinkevics,2014-07-30
Government (Africa),Make a visit,Barack Obama,2014-07-30
Cambodia,Express intent to meet or negotiate,Thailand,2014-07-30
Mohammad Javad Zarif,Discuss by telephone,Anifah Aman,2014-07-30
Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-07-30
Citizen (Thailand),Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2014-07-30
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-07-30
Jerry Brown,Express intent to meet or negotiate,Mexico,2014-07-30
China,Express intent to cooperate,Thailand,2014-07-30
Thailand,Retreat or surrender militarily,Cambodia,2014-07-30
Justice Department/Ministery (Vietnam),Make a visit,Thongsing Thammavong,2014-07-30
Mohammad Javad Zarif,Consult,Anifah Aman,2014-07-30
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-07-30
Yasuo Fukuda,Make a visit,China,2014-07-31
Foreign Affairs (Hungary),Consult,Edgars Rinkevics,2014-07-31
Malta,Host a visit,Foreign Affairs (United States),2014-07-31
North Atlantic Treaty Organization,Make a visit,Curacao,2014-07-31
Court Judge (Nigeria),"Arrest, detain, or charge with legal action",Citizen (Nigeria),2014-07-31
Caroline Kennedy,Make a visit,Japan,2014-07-31
Curacao,Host a visit,North Atlantic Treaty Organization,2014-07-31
Sergey Viktorovich Lavrov,Make a visit,Tajikistan,2014-07-31
Japan,Host a visit,Caroline Kennedy,2014-07-31
Court Judge (Nigeria),Investigate,Citizen (Nigeria),2014-07-31
Tajikistan,Host a visit,Sergey Viktorovich Lavrov,2014-07-31
China,Host a visit,Yasuo Fukuda,2014-07-31
Edgars Rinkevics,Praise or endorse,Foreign Affairs (Hungary),2014-07-31
John Kerry,Make a visit,France,2014-07-31
Citizen (Nigeria),Make an appeal or request,Court Judge (Nigeria),2014-07-31
Foreign Affairs (United States),Make a visit,Malta,2014-07-31
France,Host a visit,John Kerry,2014-07-31
Sam Nda-Isaiah,Make a visit,Islamic (Nigeria),2014-08-01
Tajikistan,Host a visit,Xi Jinping,2014-08-01
Combatant (Israel),Use unconventional violence,Israeli Defense Forces,2014-08-01
France,Host a visit,Indigenous People (United Kingdom),2014-08-01
Pham Binh Minh,Consult,Fumio Kishida,2014-08-01
Hamas,Make statement,Israeli Defense Forces,2014-08-01
Israeli Defense Forces,Use conventional military force,Combatant (Israel),2014-08-01
Pham Binh Minh,Engage in negotiation,Fumio Kishida,2014-08-01
Indigenous People (United Kingdom),Make a visit,France,2014-08-01
Police (Australia),Accuse,Citizen (Australia),2014-08-01
Curacao,Host a visit,North Atlantic Treaty Organization,2014-08-01
Xi Jinping,Engage in negotiation,Yasuo Fukuda,2014-08-01
Japan,Praise or endorse,Vietnam,2014-08-01
Hamas,Use conventional military force,Israeli Defense Forces,2014-08-01
Yasuo Fukuda,Consult,Xi Jinping,2014-08-01
Xi Jinping,Make a visit,Tajikistan,2014-08-01
Citizen (Australia),Use unconventional violence,Police (Australia),2014-08-01
North Atlantic Treaty Organization,Make a visit,Curacao,2014-08-01
Islam Karimov,Host a visit,Military Personnel (United States),2014-08-01
Human Rights Watch,Make statement,José Miguel Vivanco,2014-08-01
Hamas,"Abduct, hijack, or take hostage",Israeli Defense Forces,2014-08-01
Japan,Make statement,Vietnam,2014-08-01
Fumio Kishida,Consult,Pham Binh Minh,2014-08-01
Fumio Kishida,Engage in negotiation,Pham Binh Minh,2014-08-01
Islamic (Nigeria),Host a visit,Sam Nda-Isaiah,2014-08-01
Israeli Defense Forces,Accuse,Hamas,2014-08-01
Riek Machar,Make a visit,Sudan,2014-08-01
Ministry (Iran),Make optimistic comment,Iran,2014-08-01
Sudan,Host a visit,Riek Machar,2014-08-01
Iran,Criticize or denounce,Ministry (Iran),2014-08-01
Military Personnel (United States),Make a visit,Islam Karimov,2014-08-01
Vietnam,Make optimistic comment,Japan,2014-08-01
José Miguel Vivanco,Make optimistic comment,Human Rights Watch,2014-08-01
Laos,Host a visit,North Korea,2014-08-02
China,Host a visit,Ri Su Yong,2014-08-02
Head of Government (Germany),Make a visit,France,2014-08-02
Military (Lebanon),Use conventional military force,Armed Gang (Lebanon),2014-08-02
UN Security Council,Criticize or denounce,North Korea,2014-08-02
Myanmar,Host a visit,North Korea,2014-08-02
North Korea,Express intent to meet or negotiate,UN Security Council,2014-08-02
Vietnam,Host a visit,North Korea,2014-08-02
Jeffrey Fowle,Make a visit,North Korea,2014-08-02
North Korea,Host a visit,Jeffrey Fowle,2014-08-02
Armed Gang (Lebanon),"Abduct, hijack, or take hostage",Military (Lebanon),2014-08-02
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-08-02
Laos,Host a visit,Government Delegation (North Korea),2014-08-02
Ri Su Yong,Make a visit,China,2014-08-02
Vietnam,Host a visit,Ri Su Yong,2014-08-02
Government Delegation (North Korea),Make a visit,Myanmar,2014-08-02
Government Delegation (North Korea),Make a visit,Laos,2014-08-02
France,Host a visit,Head of Government (Germany),2014-08-02
Myanmar,Host a visit,Government Delegation (North Korea),2014-08-02
Government Delegation (North Korea),Make a visit,Vietnam,2014-08-02
North Korea,Make a visit,Myanmar,2014-08-02
North Korea,Make a visit,Laos,2014-08-02
Ri Su Yong,Make a visit,Vietnam,2014-08-02
North Korea,Make a visit,Vietnam,2014-08-02
Vietnam,Host a visit,Government Delegation (North Korea),2014-08-02
Cabinet / Council of Ministers / Advisors (United States),Make a visit,Afghanistan,2014-08-03
Israeli Defense Forces,Make statement,Hamas,2014-08-03
Men (India),Criticize or denounce,Court Judge (India),2014-08-03
Hamas,Use conventional military force,Israeli Defense Forces,2014-08-03
Justice Department/Ministery (Vietnam),Make a visit,Thongsing Thammavong,2014-08-03
Afghanistan,Host a visit,John Kerry,2014-08-03
Afghanistan,Host a visit,Cabinet / Council of Ministers / Advisors (United States),2014-08-03
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-08-03
Vietnam,Host a visit,Japan,2014-08-03
Businessperson (United States),Make a visit,Myanmar,2014-08-03
Vietnam,Host a visit,Nguyen Phu Trong,2014-08-03
Vietnam,Make optimistic comment,Japan,2014-08-03
Military (Lebanon),Expel or deport individuals,Armed Gang (Lebanon),2014-08-03
Nguyen Phu Trong,Make a visit,Vietnam,2014-08-03
Israeli Defense Forces,Accuse,Hamas,2014-08-03
Court Judge (India),Reject,Men (India),2014-08-03
Military (Lebanon),Use conventional military force,Armed Gang (Lebanon),2014-08-03
Military (Lebanon),Make statement,Armed Gang (Lebanon),2014-08-03
Japan,Make a visit,Vietnam,2014-08-03
Thongsing Thammavong,Host a visit,Justice Department/Ministery (Vietnam),2014-08-03
Armed Rebel (Syria),Use unconventional violence,Military (Lebanon),2014-08-03
Businessperson (United States),Praise or endorse,Myanmar,2014-08-03
John Kerry,Make a visit,Afghanistan,2014-08-03
Myanmar,Host a visit,Businessperson (United States),2014-08-03
Military (Lebanon),"Arrest, detain, or charge with legal action",Armed Rebel (Syria),2014-08-03
Military (Lebanon),Use conventional military force,Militant (Syria),2014-08-04
Sergey Viktorovich Lavrov,Make statement,ITAR TASS,2014-08-04
Canada,Host a visit,Robin Dhowan,2014-08-04
ITAR TASS,Consult,Sergey Viktorovich Lavrov,2014-08-04
Abdullah Abdullah,Make a visit,Afghanistan,2014-08-04
Margaret Chan,Make a visit,Guinea,2014-08-04
Military (Lebanon),Use conventional military force,Armed Gang (Lebanon),2014-08-04
Militant (Syria),Use unconventional violence,Military (Lebanon),2014-08-04
Government (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014-08-04
Yasuo Fukuda,Make statement,China,2014-08-04
John Kerry,Discuss by telephone,Middle East,2014-08-04
Government (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-08-04
Israeli Defense Forces,Make statement,Hamas,2014-08-04
South Korea,Host a visit,China,2014-08-04
China,Reject,Philippines,2014-08-04
China,Host a visit,Yasuo Fukuda,2014-08-04
John Kerry,Consult,Middle East,2014-08-04
Middle East,Consult,John Kerry,2014-08-04
Israeli Defense Forces,Retreat or surrender militarily,Hamas,2014-08-04
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-08-04
