head,relation,tail,time
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014/12/19
Government (Angola),Sign formal agreement,Education Ministry (Angola),2014/1/17
Militia (Syrian Kurds),Use unconventional violence,Extremist (Syria),2014/10/16
South Korea,Praise or endorse,North Korea,2014/11/12
Hun Sen,Express intent to release persons or property,Veera Somkwamkid,2014/7/2
Head of Government (Greece),Consult,Antonis Samaras,2014/1/12
Nationalist Movement Party,Make statement,Main Opposition (Turkey),2014/6/17
Local Media (Venezuela),Make statement,Student (Venezuela),2014/3/12
Abu Musab al-Zarqawi,Make a visit,Iraq,2014/6/16
China,Host a visit,Mainland Affairs Council,2014/2/15
Mohammad Javad Zarif,Consult,Mevlut Cavusoglu,2014/12/18
Police (South Africa),Reject,South Africa,2014/5/16
Afghanistan,Host a visit,Ashraf Ghani Ahmadzai,2014/10/21
Japan,Make optimistic comment,Barack Obama,2014/2/11
Sergey Viktorovich Lavrov,Criticize or denounce,North Atlantic Treaty Organization,2014/4/2
Oommen Chandy,Make statement,Communist Party of India,2014/3/25
Citizen (South Korea),Yield,Democratic Party,2014/1/20
Chibuike Rotimi Amaechi,Make an appeal or request,Citizen (Nigeria),2014/11/6
Attorney General (Kuwait),Make statement,Kuwait,2014/4/10
Nuri al-Maliki,Threaten,Fuad Masum,2014/8/11
Head of Government (China),Express intent to engage in diplomatic cooperation (such as policy support),Afghanistan,2014/10/29
China,Make a visit,Iraq,2014/3/4
Malaysia,Express intent to cooperate,China,2014/4/11
Court Judge (India),Express intent to release persons or property,Citizen (India),2014/8/20
Afghanistan,Host a visit,Lawmaker (United States),2014/7/9
Other Authorities / Officials (China),"Arrest, detain, or charge with legal action",Religion (China),2014/8/20
Xi Jinping,Make optimistic comment,France,2014/1/27
Employee (India),Make an appeal or request,Citizen (India),2014/6/4
Poland,Make a visit,Iran,2014/3/1
Police (Australia),Make an appeal or request,Citizen (Australia),2014/7/3
Chibuike Rotimi Amaechi,Make an appeal or request,Citizen (Nigeria),2014/10/27
Lawyer/Attorney (Kenya),Make statement,Police (Kenya),2014/6/20
Mohammad Javad Zarif,Make statement,Iran,2014/8/3
Government (Nigeria),Expel or deport individuals,Citizen (Nigeria),2014/12/8
Hamas,Meet at a 'third' location,Agence France-Presse,2014/8/10
Mohamed al-Beltagy,Torture,Police (Egypt),2014/10/11
Election Commission (Afghanistan),Make statement,Party Member (Afghanistan),2014/5/17
Niger,Host a visit,François Hollande,2014/7/17
Head of Government (Ukraine),Make statement,Interfax,2014/6/17
Police (Tanzania),fight with small arms and light weapons,Citizen (Tanzania),2014/10/13
Raghuram Rajan,Criticize or denounce,Citizen (India),2014/11/25
Caroline Kennedy,Make a visit,Japan,2014/7/31
Sergey Viktorovich Lavrov,Consult,Heraldo Muñoz,2014/4/30
Sheikh Hamad bin Isa al Khalifah,Make statement,Bahrain,2014/12/16
Barack Obama,Consult,UN Security Council,2014/9/30
Cambodia,Sign formal agreement,China,2014/12/23
Boko Haram,Use conventional military force,Cameroon,2014/6/26
South Korea,Host a visit,Barack Obama,2014/4/27
South Korea,"Arrest, detain, or charge with legal action",Citizen (South Korea),2014/10/8
Al Wefaq National Islamic Society,Make statement,Other Authorities / Officials (Bahrain),2014/10/28
Poland,Host a visit,Joseph Robinette Biden,2014/3/17
Barack Obama,Express intent to meet or negotiate,South Korea,2014/4/5
Police (South Korea),Use conventional military force,Citizen (South Korea),2014/4/19
Catherine Ashton,Consult,Mohammad Javad Zarif,2014/5/27
Ministry (Nigeria),Praise or endorse,Government (Nigeria),2014/2/7
Xi Jinping,Make empathetic comment,Citizen (Australia),2014/10/28
Iran,Express intent to engage in diplomatic cooperation (such as policy support),China,2014/9/12
Protester (Egypt),Demonstrate or rally,Police (Egypt),2014/3/28
Michael Sata,"Return, release person(s)",Citizen (Zambia),2014/10/25
Police (Kenya),Appeal for economic aid,Men (Kenya),2014/11/18
Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014/10/17
Military Personnel (Somalia),Make statement,Al-Shabaab,2014/9/14
Police (Burundi),Make statement,Criminal (Burundi),2014/9/9
China,Host a visit,Barack Obama,2014/11/13
Cameroon,Express intent to cooperate,Niger,2014/5/18
Abdullah Abdullah,Express intent to meet or negotiate,Ashraf Ghani Ahmadzai,2014/9/7
Karl Erjavec,Consult,Sergey Viktorovich Lavrov,2014/5/31
Public Prosecutor (Brazil),Criticize or denounce,Citizen (Brazil),2014/9/18
Xi Jinping,Make statement,China,2014/8/29
Court Judge (India),"Return, release person(s)",Member of Parliament (India),2014/4/26
Blogger (China),Engage in negotiation,John Kerry,2014/2/17
Amit Shah,Make an appeal or request,Employee (India),2014/9/1
Foreign Affairs (Russia),Consult,John Kerry,2014/3/31
South Africa,Ease administrative sanctions,Shrien Dewani,2014/12/8
Benjamin Netanyahu,Criticize or denounce,Iran,2014/10/30
Omar Abdullah,Criticize or denounce,Amit Shah,2014/8/10
Iran,Express intent to cooperate,UN Security Council,2014/7/19
Government (United States),Make an appeal or request,Iraq,2014/12/2
Amit Shah,Make an appeal or request,Citizen (India),2014/7/23
Doctors Without Borders,Provide economic aid,South Sudan,2014/5/24
Police (El Salvador),Use conventional military force,Criminal (El Salvador),2014/8/18
Mob (Kenya),Physically assault,Men (Kenya),2014/11/19
Barack Obama,Make pessimistic comment,China,2014/5/19
Fumio Kishida,Express intent to meet or negotiate,John Kerry,2014/9/20
Barack Obama,Make an appeal or request,Middle East,2014/9/25
Middle East,Host a visit,Cabinet / Council of Ministers / Advisors (United States),2014/9/17
South Korea,Host a visit,China,2014/2/20
Kuwait,Provide economic aid,Mauritania,2014/9/25
Foreign Affairs (United States),Make an appeal or request,France,2014/12/15
Benjamin Netanyahu,Host a visit,Angela Merkel,2014/2/25
Foreign Affairs (United States),Consult,Japan,2014/10/17
UN Security Council,Express intent to settle dispute,South Sudan,2014/11/5
Member of Legislative (Govt) (Kenya),Demand,Government (Kenya),2014/11/10
International Monetary Fund,Express intent to meet or negotiate,Bank (Romania),2014/5/28
Employee (Jordan),Yield,Business (Jordan),2014/5/27
Governor (Thailand),Demand,Citizen (Thailand),2014/9/17
Jatuporn Prompan,Make an appeal or request,National United Front for Democracy Against Dictatorship,2014/2/23
Royal Administration (Spain),Grant diplomatic recognition,Morocco,2014/7/15
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014/4/14
North Korea,Make an appeal or request,Japan,2014/10/1
City Mayor (Philippines),Make statement,Villager (Philippines),2014/10/24
Alex Salmond,Accuse,Citizen (United Kingdom),2014/9/12
Cristina Fernández de Kirchner,Make statement,People Associated with the Opposition (Argentina),2014/2/5
François Hollande,Discuss by telephone,Barack Obama,2014/6/20
John Kerry,Express intent to meet or negotiate,Canada,2014/10/27
Mexico,"Arrest, detain, or charge with legal action",Criminal (Mexico),2014/1/16
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014/3/18
Lawmaker (Japan),Express intent to meet or negotiate,Yu Zhengsheng,2014/5/7
Maurice Williamson,Discuss by telephone,Police (New Zealand),2014/5/4
Minister Patnaik,Make an appeal or request,Member of Parliament (India),2014/7/6
Police (Philippines),Make statement,Criminal (Philippines),2014/11/4
UN Security Council,"Impose embargo, boycott, or sanctions",Ali Abdullah Saleh,2014/11/10
Federica Mogherini,Consult,Sergey Viktorovich Lavrov,2014/7/2
Activist (Nigeria),Demonstrate or rally,Government (Nigeria),2014/9/26
Anifah Aman,Make statement,Malaysia,2014/12/11
François Hollande,Host a visit,Jean-Michel Baylet,2014/10/7
Barack Obama,Retreat or surrender militarily,Iraq,2014/8/27
Military Personnel - Special (India),Use conventional military force,Citizen (India),2014/12/1
Japan,Make a visit,Franklin Drilon,2014/5/8
Tehrik-i-Taliban Pakistan,"Abduct, hijack, or take hostage",Head of Government (Pakistan),2014/8/30
Head of Government (Nigeria),Praise or endorse,Citizen (Nigeria),2014/9/22
City Mayor (Philippines),Make statement,Criminal (Philippines),2014/12/1
Barack Obama,Make a visit,Afghanistan,2014/5/30
Comoros,Sign formal agreement,France,2014/8/4
Mohammad Javad Zarif,Consult,Catherine Ashton,2014/7/10
Philip Hammond,Make a visit,Iraq,2014/8/15
Paul Kagame,Make statement,Military (France),2014/4/14
Combatant (Taliban),Use unconventional violence,Military Personnel - Special (Afghanistan),2014/6/21
China,Praise or endorse,Maldives,2014/9/15
Leopoldo López,Make an appeal or request,Citizen (Venezuela),2014/2/19
Election Commission (Afghanistan),Make an appeal or request,Presidential Candidate (Afghanistan),2014/5/18
Japan,Express intent to meet or negotiate,North Korea,2014/10/23
Joseph Robinette Biden,Demand diplomatic cooperation (such as policy support),Iraq,2014/2/1
China,Engage in diplomatic cooperation,Malaysia,2014/6/1
Reserve Personnel (Iran),Express intent to meet or negotiate,Iran,2014/12/15
Philip Goldberg,Make statement,Philippines,2014/5/12
Cabinet / Council of Ministers / Advisors (United States),Make a visit,China,2014/2/15
Cabinet / Council of Ministers / Advisors (United States),Meet at a 'third' location,Sergey Viktorovich Lavrov,2014/3/14
Uhuru Muigai Kenyatta,Accede to demands for change in leadership,William Ruto,2014/10/7
Foreign Affairs (United States),Make an appeal or request,UN Security Council,2014/7/9
Police (Kenya),Engage in material cooperation,Government (Kenya),2014/4/23
Prayuth Chan-ocha,Praise or endorse,Vietnam,2014/11/27
Barack Obama,Express intent to meet or negotiate,Philippines,2014/1/31
Curacao,Host a visit,North Atlantic Treaty Organization,2014/9/4
Police (Philippines),Make statement,Military (Philippines),2014/9/30
Police (South Africa),Use conventional military force,Member of Parliament (South Africa),2014/11/18
Military (Mali),Cooperate militarily,Military (France),2014/12/12
Democratic Party (Nigeria),Praise or endorse,Muhammadu Buhari,2014/12/12
Barack Obama,Make a visit,China,2014/10/31
Insurgent (Afghanistan),Use unconventional violence,National Directorate of Security,2014/9/5
Ibrahim Hassan Dankwambo,"Arrest, detain, or charge with legal action",Citizen (Nigeria),2014/12/22
Fumio Kishida,Make statement,Vietnam,2014/5/22
Presidential Candidate (Afghanistan),Make an appeal or request,Election Commission (Afghanistan),2014/4/19
Oommen Chandy,Express intent to meet or negotiate,Citizen (India),2014/3/5
Mohammad Javad Zarif,Make statement,Iran,2014/3/5
Barack Obama,Consult,Benjamin Netanyahu,2014/1/29
Mohammad Javad Zarif,Make an appeal or request,Iran,2014/3/20
Citizen (India),Use unconventional violence,Thief (India),2014/2/25
Barack Obama,Express intent to settle dispute,Xi Jinping,2014/1/1
Defense / Security Ministry (United States),Consult,Sergey Kuzhugetovich Shoygu,2014/8/17
Sergey Viktorovich Lavrov,Discuss by telephone,Federica Mogherini,2014/10/28
Election Commission (Afghanistan),Engage in negotiation,Abdullah Abdullah,2014/6/23
Election Commission (Fiji),Express intent to meet or negotiate,Political Parties (Fiji),2014/2/6
Police (Malaysia),"Arrest, detain, or charge with legal action",Citizen (Malaysia),2014/10/15
China,Express intent to engage in diplomatic cooperation (such as policy support),Canada,2014/9/21
Afghanistan,Host a visit,Raheel Sharif,2014/11/6
Association of Southeast Asian Nations,Express intent to cooperate,Japan,2014/11/12
Citizen (Nigeria),Demand,Labor Union (Nigeria),2014/2/27
Ministry (Nigeria),Make statement,Government (Nigeria),2014/4/18
Philippines,"Arrest, detain, or charge with legal action",Police (Philippines),2014/12/2
Tomislav Nikolić,Make statement,Serbia,2014/7/16
Party President (Cyprus),Consult,Nicos Anastasiades,2014/8/25
Member of Parliament (India),Demand,Citizen (India),2014/9/24
Labor Union (Bahrain),Consult,Business (Bahrain),2014/7/1
Police (Australia),Investigate,Citizen (Australia),2014/9/17
Cambodia,Express intent to cooperate,Thailand,2014/12/24
Angela Merkel,Discuss by telephone,François Hollande,2014/6/20
Barack Obama,Make statement,North Atlantic Treaty Organization,2014/9/3
Abdolreza Rahmani-Fazli,Make statement,Iran,2014/5/1
Devlet Bahçeli,Consult,Abdullah Gül,2014/5/22
Military Personnel (Thailand),Demand,Citizen (Thailand),2014/3/12
Michael Sata,Make an appeal or request,Citizen (Zambia),2014/11/3
Citizen (India),Express intent to cooperate,Bhupinder Singh Hooda,2014/11/29
Government (Pakistan),Express intent to meet or negotiate,Pakistan Tehreek-e-Insaf,2014/12/13
Curacao,Host a visit,North Atlantic Treaty Organization,2014/9/30
Viktor Orban,Express intent to meet or negotiate,China,2014/2/7
Citizen (Nigeria),Make an appeal or request,Assemblies (Nigeria),2014/10/8
China,Consult,Kazakhstan,2014/10/30
Iran,Praise or endorse,China,2014/9/26
France,Consult,European Parliament,2014/2/25
Lawyer/Attorney (Argentina),Make statement,Detainee (Argentina),2014/12/18
Police (Yemen),"Arrest, detain, or charge with legal action",Citizen (Yemen),2014/4/12
France,Consult,Iran,2014/12/16
Ministry (Nigeria),Praise or endorse,Muslim (Nigeria),2014/9/29
Iraq,Make statement,Nuri al-Maliki,2014/3/1
Legislature (Iraq),Use conventional military force,Student (Iraq),2014/9/2
Barack Obama,Criticize or denounce,Boko Haram,2014/5/12
Barack Obama,Consider policy option,Nuri al-Maliki,2014/6/14
France,Consult,John Kerry,2014/5/16
China,Consult,Japan,2014/11/18
Head of Government (Greece),Host a visit,Alexis Tsipras,2014/5/26
Citizen (India),Kill by physical assault,Citizen (Nigeria),2014/3/26
Citizen (International),Make an appeal or request,Party Member (Iraq),2014/7/2
Military (Thailand),Demand,Media (Thailand),2014/5/24
Iran,Praise or endorse,Iraq,2014/7/6
Mohammad Javad Zarif,Make pessimistic comment,Iran,2014/3/27
Andrej Kiska,Consult,János Áder,2014/12/10
China,Express intent to engage in diplomatic cooperation (such as policy support),France,2014/11/5
Government (Nigeria),"Arrest, detain, or charge with legal action",Militant (Nigeria),2014/10/17
John Kerry,Express intent to meet or negotiate,Kuwait,2014/1/14
Thailand,Use conventional military force,Citizen (Thailand),2014/5/13
Barack Obama,Express intent to mediate,Hamas,2014/7/13
Japan,Make a visit,China,2014/3/5
"Children (Palestinian Territory, Occupied)",Use unconventional violence,Police (Israel),2014/3/17
Mohammad Javad Zarif,Engage in symbolic act,Iraq,2014/8/24
Militant (Taliban),Use unconventional violence,Afghanistan,2014/7/2
North Atlantic Treaty Organization,Retreat or surrender militarily,Afghanistan,2014/3/12
China,Make optimistic comment,North Korea,2014/5/23
François Hollande,Consult,Abdel Fattah Al-Sisi,2014/11/27
International Federation of Journalists,Demand,Other Authorities / Officials (Somalia),2014/11/22
Iran,Provide aid,Afghanistan,2014/11/6
Haiti,Express intent to meet or negotiate,Dominican Republic,2014/1/6
UN Security Council,Consider policy option,Boko Haram,2014/5/16
Cambodia,Host a visit,Sarah Hanson-Young,2014/11/19
Police (Philippines),Confiscate property,Criminal (Philippines),2014/7/13
Boko Haram,fight with small arms and light weapons,Citizen (Nigeria),2014/11/25
Head of Government (India),Make statement,Indigenous People (India),2014/12/14
China,Host a visit,John Kerry,2014/11/11
Hamas,Make a visit,Qatar,2014/5/6
Xi Jinping,Make a visit,Mexico,2014/7/23
France,Praise or endorse,Iraq,2014/9/2
Citizen (Kenya),fight with small arms and light weapons,Businessperson (Kenya),2014/7/30
Head of Government (India),Consult,Governor (India),2014/12/31
Joshua Wong,Make statement,Protester (Hong Kong),2014/12/12
Mohammad Javad Zarif,Make statement,Iraq,2014/6/17
Head of Government (Ukraine),Sign formal agreement,Barack Obama,2014/10/6
Citizen (Tanzania),"Obstruct passage, block",Tanzania,2014/6/26
Iran,Host a visit,Refugee (Afghanistan),2014/7/28
Political Parties (Haiti),Demand change in leadership,Head of Government (Haiti),2014/6/17
Mohammad Pakpur,Make statement,Iran,2014/10/2
Iran,Host a visit,Poland,2014/2/28
Member of Parliament (India),Consult,Akhilesh Yadav,2014/9/26
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014/8/19
Government (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014/1/16
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014/4/9
Military (Russia),fight with small arms and light weapons,Men (Russia),2014/1/10
Police (Namibia),"Arrest, detain, or charge with legal action",Citizen (Namibia),2014/11/17
China,Criticize or denounce,Kim Jong-Un,2014/6/28
Thief (India),Kill by physical assault,Citizen (India),2014/6/17
Barack Obama,Consult,Abdullah Abdullah,2014/10/24
Attorney General (Kuwait),Make statement,Kuwait,2014/2/5
South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014/12/30
France,Express intent to provide economic aid,Afghanistan,2014/2/10
